STT;SBD;GioiTinh;KV;HocLuc;HanhKiem;DTBLop12;MaHuyen;MaTruongPT;TO;VA;LI;HO;SI;SU;DI;GDCD;NN;
9586;37009586;Nam;;Trung binh;Tot;6,8;06;070;5,2;3,25;;;;4,5;6,75;;;
9587;37009587;Nam;2NT;Kha;Tot;7,3;06;029;7;5,25;;;;3,5;8;8,75;4,6;
9588;37009588;Nam;2NT;Trung binh;Tot;6,7;06;029;3,2;4,75;;;;3,25;4,75;7,25;3,6;
9589;37009589;Nam;2NT;Kha;Kha;7,2;06;029;8;5,25;;;;3,75;7,5;7;5,2;
9590;37009590;Nam;;Trung binh;Kha;6,1;06;070;5,2;5;;;;2,75;4;;;
9591;37009591;Nam;2NT;Kha;Tot;7,1;06;029;7,2;5,5;;;;3,25;5;7,5;2,8;
9592;37009592;Nam;;Trung binh;Kha;6,3;06;070;3;4;;;;3;5;;;
9593;37009593;Nu;2NT;Kha;Tot;7,7;06;029;7,6;7;;;;4;5,75;7;6,4;
9594;37009594;Nu;2NT;Kha;Tot;7,3;06;029;5,8;6,5;;;;6,25;7;8,5;4;
9595;37009595;Nu;2NT;Trung binh;Tot;7;06;029;4,2;5,75;;;;3,25;6,5;4,75;2,6;
9596;37009596;Nu;2NT;Kha;Tot;7,9;06;029;6,6;5,75;;;;4,25;5,75;7,25;4,6;
9597;37009597;Nu;2NT;Kha;Tot;7,5;06;029;6,6;5,5;;;;4;6,25;7,75;4,6;
9598;37009598;Nam;2NT;Kha;Tot;7,6;06;029;6,2;5,5;;;;4,25;6,75;8,5;3,8;
9599;37009599;Nu;2NT;Kha;Tot;7,5;06;029;6,2;5,5;;;;4;7,5;8,75;5,2;
9600;37009600;Nu;2NT;Gioi;Tot;8;06;029;7,4;6,25;;;;5;6,75;8,25;3,4;
9601;37009601;Nam;2NT;Trung binh;Trung binh;6,6;06;029;3;4;;;;3;5,5;8,25;3,6;
9602;37009602;Nu;2NT;Kha;Kha;7,5;06;029;7;6;;;;6;7;7,5;3,2;
9603;37009603;Nu;2NT;Kha;Tot;7,5;06;029;5;7,5;;;;3,5;5,25;7,75;4,4;
9604;37009604;Nu;2NT;Kha;Kha;7,1;06;029;4,8;6;;;;4,5;5,75;7,25;4;
9605;37009605;Nam;;Trung binh;Tot;6,7;06;070;3,6;6;;;;5,75;8,25;;;
9606;37009606;Nam;2NT;Kha;Tot;7,3;06;029;6,8;5;;;;4;7,25;8,75;3,2;
9607;37009607;Nam;2NT;Kha;Tot;7;06;029;5,4;6,25;;;;2,75;6;5,5;2,2;
9608;37009608;Nam;2NT;Kha;Tot;7,3;06;029;4,4;5,75;;;;3;7;8;3,2;
9609;37009609;Nam;2NT;Kha;Tot;7,1;06;029;5,8;6;;;;4,75;7,25;7,25;3,2;
9610;37009610;Nam;2NT;Kha;Kha;6,9;06;029;4,8;4,75;;;;3,25;4,5;7,5;1,8;
9611;37009611;Nam;2NT;Kha;Tot;7,8;06;029;7,6;7;;;;3,5;6,75;8;3,2;
9612;37009612;Nam;2NT;Kha;Tot;7,5;06;029;7,2;5,75;;;;3;6;6,75;4,4;
9613;37009613;Nam;2NT;Kha;Kha;7;06;029;7,4;5,5;;;;5,75;6,75;7,25;4,4;
9614;37009614;Nam;2NT;Kha;Tot;6,9;06;029;7;4,25;;;;6,75;5,5;8,25;3;
9615;37009615;Nam;2NT;Trung binh;Tot;6,8;06;029;7;4;;;;3,5;5,25;7,5;3,4;
9616;37009616;Nam;2NT;Kha;Tot;7,5;06;029;7;7;;;;7,5;7,5;9,25;4,2;
9617;37009617;Nu;2NT;Gioi;Tot;8,6;06;029;7,8;6,25;7,25;5,5;6;;;;5,6;
9618;37009618;Nu;2NT;Kha;Tot;7,9;06;029;7;6;;;;4,5;7,25;7,25;5,4;
9619;37009619;Nu;2NT;Kha;Kha;7,8;06;029;7;5,25;;;;4,25;5,75;5,25;3,8;
9620;37009620;Nu;2NT;Kha;Tot;7,7;06;029;7,6;4,75;;;;4,5;7,25;7,5;3,6;
9621;37009621;Nu;2NT;Trung binh;Tot;7,1;06;029;;;;;;;;;;
9622;37009622;Nu;2NT;Kha;Tot;7,9;06;029;7;6,75;;;;6;7;7,5;4,8;
9623;37009623;Nu;2NT;Kha;Tot;8;06;029;7;5,5;;;;3,25;6,5;7;3,8;
9624;37009624;Nam;2NT;Kha;Tot;7,3;06;029;6,6;3,25;;;;4;5,5;6,5;4,2;
9625;37009625;Nu;2NT;Kha;Tot;7,5;06;029;6,4;4;;;;2,75;6,5;7,75;3,4;
9626;37009626;Nu;2NT;Kha;Tot;8;06;029;7,4;7;;;;2,25;6,25;6,75;3,8;
9627;37009627;Nam;;Kha;Tot;7;06;029;;5;;;;;;;2,4;
9628;37009628;Nam;2NT;Kha;Tot;7,5;06;029;6,6;6,75;;;;4,25;6,5;7,25;4;
9629;37009629;Nam;2NT;Kha;Kha;7,2;06;029;7,2;6,25;;;;2,5;6,75;7,5;4;
9630;37009630;Nam;2NT;Kha;Tot;7,5;06;029;6;6;;;;5;7;6;4,2;
9631;37009631;Nam;2NT;Trung binh;Kha;6,7;06;029;6;4,5;;;;3,5;7,5;7,25;2,6;
9632;37009632;Nam;;Trung binh;Kha;6,6;06;070;4,4;4,5;;;;3;4,5;;;
9633;37009633;Nam;2NT;Kha;Kha;7,6;06;029;7,4;6,75;;;;3,5;6,5;7,25;3,2;
9634;37009634;Nam;2NT;Kha;Tot;7,4;06;029;7,4;5,5;5,5;5,25;3,5;;;;3,6;
9635;37009635;Nam;2NT;Kha;Tot;7,6;06;029;8,4;6,25;6,25;6,5;6;;;;4,6;
9636;37009636;Nam;;Trung binh;Tot;7;06;070;5,2;6;;;;4;6,75;;;
9637;37009637;Nam;2NT;Kha;Tot;7,5;06;029;7,2;5,5;;;;5;7,25;8,25;4,2;
9638;37009638;Nam;2NT;Kha;Tot;7,3;06;029;6,6;3,75;;;;3,25;5,25;6;3,4;
9639;37009639;Nam;2NT;Kha;Tot;7,7;06;029;8;6,75;;;;4,25;7,25;8,25;5;
9640;37009640;Nam;;Trung binh;Tot;6,7;06;070;5,4;3,75;;;;3,25;5,5;;;
9641;37009641;Nam;2NT;Kha;Kha;7,2;06;029;6;5,5;;;;1,5;6,75;7,75;4,2;
9642;37009642;Nu;2NT;Kha;Tot;7,7;06;029;4,8;5,5;;;;3,5;8,25;8;4,2;
9643;37009643;Nam;;Kha;Tot;6,9;06;070;6,6;5,75;;;;4,5;6,5;;;
9644;37009644;Nam;2NT;Kha;Tot;7,8;06;029;6,8;5,5;;;;4,5;7,75;8,25;4,2;
9645;37009645;Nu;2NT;Kha;Tot;7,2;06;029;5,4;4,5;;;;4,25;5,5;5,75;3,8;
9646;37009646;Nu;1;Gioi;Tot;8,3;06;070;8,4;5,75;5;6,75;5,5;;;;;
9647;37009647;Nu;2NT;Kha;Tot;7,6;06;029;6,4;5,5;;;;3,5;5;6,75;3,4;
9648;37009648;Nu;2NT;Kha;Kha;7,7;06;029;7;6,25;;;;4;8,5;7,75;4,6;
9649;37009649;Nam;2NT;Kha;Tot;7,4;06;029;6,8;6,75;;;;4,5;8,5;6,75;4,2;
9650;37009650;Nu;2NT;Gioi;Tot;8,5;06;029;8;6,75;8,25;6,25;5,5;;;;5;
9651;37009651;Nu;2NT;Kha;Tot;8;06;029;7;6,5;;;;3,5;6,5;8,5;5,2;
9652;37009652;Nu;2NT;Kha;Tot;7,8;06;029;8,2;6,75;;;;4,75;6,75;6,5;3,6;
9653;37009653;Nu;2NT;Kha;Tot;7,4;06;029;7,4;5,5;;;;3,25;7,75;6;4;
9654;37009654;Nu;2NT;Trung binh;Tot;6,7;06;029;5,6;6;;;;4,5;7;8,25;2,6;
9655;37009655;Nam;1;Gioi;Tot;8,7;06;027;8,2;6;6,25;8,5;8,5;;;;4,6;
9656;37009656;Nam;;Kha;Tot;7,3;06;027;4,6;5;;;;3,5;5,5;8,25;2,6;
9657;37009657;Nu;1;Gioi;Tot;8,6;06;027;9;4,5;8,5;6,25;5,5;;;;7,6;
9658;37009658;Nu;1;Kha;Tot;7,7;05;027;6,8;4,25;;;;3;4,5;7,75;3,8;
9659;37009659;Nu;1;Gioi;Tot;8,9;06;027;8,2;6,25;7,25;8,5;5,25;;;;6,2;
9660;37009660;Nu;1;Gioi;Tot;8,8;05;027;9;5,5;4,5;8,5;8,25;;;;4,8;
9661;37009661;Nu;1;Gioi;Tot;8,3;06;027;4,8;7;;;;4,5;7,25;9,5;5;
9662;37009662;Nam;;Kha;Tot;7,5;06;027;3,4;5,25;;;;4;5;7,25;2,2;
9663;37009663;Nam;;Kha;Tot;7,6;06;027;4,8;4,5;;;;4,25;7,5;8;2,6;
9664;37009664;Nam;1;Gioi;Tot;8,3;05;027;7,4;6,5;;;;8,25;7,75;8,75;3;
9665;37009665;Nam;;Kha;Tot;7,4;06;027;5,4;5,5;;;;4;6,25;7,25;3,2;
9666;37009666;Nu;1;Kha;Tot;8,5;06;027;7,4;7,5;;;;6;7,75;9;3,8;
9667;37009667;Nu;1;Gioi;Tot;8,4;05;027;8;6,25;4,25;4,5;6;;;;3,8;
9668;37009668;Nu;1;Kha;Tot;8;05;027;7,4;6,5;;;;5,5;6,5;8,75;4,2;
9669;37009669;Nam;1;Kha;Tot;7,5;06;027;3,8;4;;;;3,5;5,25;7,75;3,2;
9670;37009670;Nu;;Kha;Tot;7,1;06;027;3;5,5;;;;2;1,75;5;2,2;
9671;37009671;Nu;1;Gioi;Tot;8,7;06;027;8,2;6,75;6,25;7,25;7;;;;5,2;
9672;37009672;Nu;1;Kha;Tot;7,9;06;027;4,2;5,75;;;;4,25;6;9;2,6;
9673;37009673;Nam;1;Kha;Tot;7,5;06;027;5,8;6,25;;;;6;6,5;8,5;4;
9674;37009674;Nam;1;Gioi;Tot;8,6;05;027;8,6;5,75;7,5;7,5;6;;;;5,4;
9675;37009675;Nu;;Kha;Tot;7,6;06;027;5,6;4,25;;;;3;6,25;8,5;3,8;
9676;37009676;Nam;1;Kha;Tot;7,9;06;027;7,6;7,25;8;5,75;4,5;;;;3,8;
9677;37009677;Nam;;Kha;Tot;7,7;06;027;5,8;6,75;;;;2,75;6,25;8,25;3;
9678;37009678;Nu;1;Gioi;Tot;8,3;05;027;7;6,5;;;;3,75;5,5;8,25;3,4;
9679;37009679;Nam;;Trung binh;Tot;7,2;06;027;4;3,75;;;;3,5;5,25;7,25;2,4;
9680;37009680;Nu;;Kha;Tot;7,5;06;027;3,8;5;;;;2,75;5,75;7;2,4;
9681;37009681;Nam;1;Gioi;Tot;9;06;027;9,2;7,25;8,5;9;6,75;;;;5,2;
9682;37009682;Nu;;Kha;Tot;7,6;06;027;6;5,25;;;;1,75;3,5;4,75;2,2;
9683;37009683;Nu;1;Gioi;Tot;8,5;06;027;8,2;6,25;4;7,25;5,5;;;;4;
9684;37009684;Nu;;Kha;Tot;7,3;06;027;6,4;4,25;;;;4,75;6,5;8,25;3;
9685;37009685;Nu;1;Kha;Tot;7,6;05;027;3,2;5;;;;4,75;7;9,25;2,8;
9686;37009686;Nam;;Trung binh;Tot;7,3;06;027;5;5,5;;;;4,5;6,75;7,5;3,8;
9687;37009687;Nu;1;Gioi;Tot;8,3;06;027;7,8;6;;;;5;7,5;8,25;4,8;
9688;37009688;Nu;1;Gioi;Tot;8,1;05;027;6,4;5,5;;;;5,5;7;9,5;3,2;
9689;37009689;Nu;1;Kha;Tot;7,8;06;027;7;5,5;;;;3,25;5,75;8;3,6;
9690;37009690;Nu;1;Kha;Tot;7,8;06;027;7;5,25;;;;2,75;5,75;8,25;3,4;
9691;37009691;Nu;1;Gioi;Tot;8,2;06;027;8,2;6;4,5;5;4,75;;;;5,2;
9692;37009692;Nam;1;Kha;Tot;7,8;06;027;7,2;5,5;;;;4,25;5,5;8;3,8;
9693;37009693;Nam;;Kha;Tot;7,4;06;027;3,6;5,75;;;;4,75;4;8,5;2,6;
9694;37009694;Nam;1;Gioi;Tot;8,6;05;027;9,2;6;8,25;8,25;5,5;;;;3,8;
9695;37009695;Nu;1;Gioi;Tot;8,4;06;027;6,6;7;;;;4,75;8,25;9,5;5,6;
9696;37009696;Nam;1;Gioi;Tot;8,3;06;027;7,6;6,5;6,5;7,25;6,25;;;;4,4;
9697;37009697;Nam;1;Kha;Tot;7,8;06;027;7,8;5,75;7,75;5,5;6,25;;;;2,8;
9698;37009698;Nu;1;Kha;Tot;7,8;06;027;7,6;6,25;;;;7;7,5;8,75;4;
9699;37009699;Nam;1;Kha;Tot;7,3;06;027;6,8;6,5;5;3,75;4,5;;;;3,8;
9700;37009700;Nam;;Kha;Tot;7,8;06;027;6,4;5,75;;;;5,5;5,5;6,75;3,6;
9701;37009701;Nam;;Kha;Tot;7,7;06;027;5,6;5,75;;;;3,5;6;7,5;2,2;
9702;37009702;Nam;1;Gioi;Tot;8,6;06;027;7,4;4,25;8,5;4,5;3;;;;6,2;
9703;37009703;Nam;;Trung binh;Kha;6,1;06;027;;;;;;;;;;
9704;37009704;Nam;1;Gioi;Tot;8,1;05;027;4;7,5;;;;9,25;8;8,25;4;
9705;37009705;Nam;1;Kha;Tot;7,6;06;027;4,4;5;;;;4;7,75;8,25;2;
9706;37009706;Nu;1;Gioi;Tot;8,1;06;027;8,2;7;3;6,25;6,75;;;;4,6;
9707;37009707;Nam;1;Gioi;Tot;8,6;06;027;8,2;7,5;4,75;6;6,75;;;;4,6;
9708;37009708;Nam;1;Gioi;Tot;8,2;06;027;6,8;6,75;;;;6,75;7,75;8;3,8;
9709;37009709;Nu;;Gioi;Tot;8,2;06;027;6,6;6,75;;;;5,25;7,25;9;3,2;
9710;37009710;Nu;;Kha;Tot;7,1;06;027;2,8;7;;;;3,75;4,5;6,75;1,8;
9711;37009711;Nu;;Kha;Tot;7,6;06;027;5,2;5,25;;;;4;5,25;7,75;1,8;
9712;37009712;Nu;1;Gioi;Tot;8,2;06;027;8,4;5,75;7,25;6,25;4,25;;;;3;
9713;37009713;Nu;;Kha;Tot;7,7;06;027;5,2;6;;;;2,5;6,5;7;4;
9714;37009714;Nu;1;Gioi;Tot;8,9;05;027;9,6;7;8,75;4,75;4,75;;;;6,6;
9715;37009715;Nu;1;Gioi;Tot;8,1;06;027;7,6;6;;;;7,25;7,25;8,75;4,6;
9716;37009716;Nam;1;Kha;Tot;7,4;06;027;3,8;5;;;;3,5;8;8,25;2,2;
9717;37009717;Nam;1;Gioi;Tot;8,5;06;027;7;4,5;6,75;3,75;6,5;;;;4,6;
9718;37009718;Nam;1;Kha;Tot;7,6;06;027;6,2;6,5;;;;6,25;5,5;9,5;2,4;
9719;37009719;Nam;;Trung binh;Tot;7,3;06;027;2,4;4,75;;;;2,25;6;5,75;2,2;
9720;37009720;Nu;;Kha;Tot;7,7;06;027;5,8;5,25;;;;4;5;8;2,2;
9721;37009721;Nu;;Kha;Tot;7,6;06;027;4,8;6,5;;;;2,5;6;8,25;2,8;
9722;37009722;Nu;1;Kha;Tot;7,5;06;027;4,2;6,25;;;;4,5;6,5;6,75;3,6;
9723;37009723;Nu;1;Gioi;Tot;8,6;06;027;7,8;6,25;4;7;6,5;;;;4,4;
9724;37009724;Nam;1;Kha;Tot;7,5;06;027;6;5,75;;;;6,25;7,25;9,5;2,2;
9725;37009725;Nu;1;Gioi;Tot;8,5;06;027;8,8;7,25;5,75;5,75;6,25;;;;5,2;
9726;37009726;Nam;;Kha;Tot;7,3;06;027;4,8;5,5;;;;3,5;5,75;7;4;
9727;37009727;Nu;;Kha;Tot;7,6;06;027;5,2;6,5;;;;3;4,75;7,75;3,6;
9728;37009728;Nu;1;Kha;Tot;7,7;06;027;3,6;7;;;;2,75;4,75;8,75;3,2;
9729;37009729;Nu;1;Gioi;Tot;8,5;06;027;8,2;7,5;4,75;6;7;;;;7,8;
9730;37009730;Nu;1;Kha;Tot;7,7;06;027;5,4;6;;;;6,25;5,5;8,75;2,2;
9731;37009731;Nu;1;Kha;Tot;7,3;06;027;6;5,25;;;;4,25;4,25;7,5;2,8;
9732;37009732;Nu;1;Gioi;Tot;8,3;06;027;6,2;7;;;;5,5;7;9,25;3,6;
9733;37009733;Nu;;Kha;Tot;7,6;06;027;5,8;5;;;;4,75;7,5;8,75;3,4;
9734;37009734;Nu;;Kha;Tot;7,5;06;027;6,2;6;;;;4;5,75;8;3,2;
9735;37009735;Nam;;Gioi;Tot;8,2;06;027;6,6;4;;;;6,75;7,75;9,75;4,4;
9736;37009736;Nu;1;Gioi;Tot;8,5;06;027;8,4;6,25;5,25;6;6,75;;;;5,6;
9737;37009737;Nam;;Kha;Tot;7,7;06;027;4,8;4;;;;2,25;6;7,5;2,2;
9738;37009738;Nu;1;Gioi;Tot;8,3;05;027;7,8;7;;;;5,75;7,75;9,5;4,6;
9739;37009739;Nam;1;Kha;Tot;7,5;05;027;2,8;4,75;;;;3,75;5;7,75;2,8;
9740;37009740;Nam;1;Kha;Tot;7,5;06;027;1,8;6,25;;;;2,5;3;6,5;3,6;
9741;37009741;Nam;;Trung binh;Tot;7,4;06;027;4,2;6,75;;;;7;7,75;9,75;2,4;
9742;37009742;Nu;;Gioi;Tot;8,1;06;027;2,8;7,5;;;;4,75;4,75;6,5;2;
9743;37009743;Nam;1;Gioi;Tot;8,1;06;027;7;6,5;;;;4,25;5,75;9;3,8;
9744;37009744;Nu;1;Kha;Tot;7,8;06;027;2,4;6;;;;3,75;4,5;7;2,6;
9745;37009745;Nu;1;Gioi;Tot;8,4;05;027;8,8;7;;;;5,25;6,75;8,25;7,8;
9746;37009746;Nu;1;Kha;Tot;7,6;06;027;5,4;6,5;;;;2,75;6;9,25;3,4;
9747;37009747;Nu;;Kha;Tot;7,7;06;027;5,6;6,75;;;;2,75;7,25;9,5;2,6;
9748;37009748;Nu;;Kha;Tot;7;05;027;2,8;3,75;;;;2,75;5;4,25;3;
9749;37009749;Nam;1;Kha;Tot;7,4;06;027;4,8;5;;;;7,25;7,5;8,25;4;
9750;37009750;Nam;1;Kha;Tot;7,5;06;027;8,2;5,5;7,75;7,5;5,5;;;;2,2;
9751;37009751;Nam;;Kha;Tot;7,7;06;027;7,4;6,25;;;;3,25;6,25;8,5;4,8;
9752;37009752;Nam;1;Kha;Tot;7,7;06;027;6,4;6,25;;;;4,75;6,5;8,75;4,4;
9753;37009753;Nam;1;Kha;Tot;8,1;06;027;8,2;6,75;7,75;7,25;5,25;;;;4,8;
9754;37009754;Nam;1;Kha;Tot;7,8;06;027;6,6;5,75;6,25;4,75;5;;;;2,8;
9755;37009755;Nam;;Kha;Kha;7,4;06;027;5,2;5;;;;2,75;3,75;7,5;3,2;
9756;37009756;Nam;1;Kha;Tot;7,9;06;027;6,4;5,75;;;;5,5;7;9,25;3,6;
9757;37009757;Nam;;Kha;Tot;7,8;06;027;7;6,75;;;;5,25;6,75;8;3;
9758;37009758;Nam;;Trung binh;Kha;7,4;06;027;2,2;4;;;;1,75;4;8;2,6;
9759;37009759;Nu;1;Gioi;Tot;9;06;027;9,4;6,5;8,25;7,75;5,25;;;;4,2;
9760;37009760;Nu;1;Gioi;Tot;8,2;05;027;7,2;7,25;4,75;4,75;6;;;;4,6;
9761;37009761;Nu;1;Gioi;Tot;8,9;06;027;9;7,75;7,75;8,5;5;;;;6,6;
9762;37009762;Nam;1;Gioi;Tot;8,7;05;027;9;7,5;8;6,25;5;;;;8,6;
9763;37009763;Nam;1;Kha;Tot;8,3;06;027;6,2;6;;;;5,75;7;8,75;4,2;
9764;37009764;Nu;;Kha;Tot;7,7;06;027;5,4;7,25;;;;4;6;9;2,6;
9765;37009765;Nu;;Kha;Tot;7,8;06;027;5,8;6,5;;;;4,5;6,5;8;4,6;
9766;37009766;Nam;;Kha;Tot;7,4;06;027;5,8;5;;;;3,75;6;9;4,4;
9767;37009767;Nam;1;Gioi;Tot;8,6;06;027;8;5;7,75;9;2,75;;;;3;
9768;37009768;Nam;1;Gioi;Tot;8,3;06;027;6;5;;;;3,25;6,75;7,5;2,8;
9769;37009769;Nam;1;Kha;Tot;7,6;06;027;6;5,75;;;;3;6,75;8;3;
9770;37009770;Nam;;Kha;Tot;7,6;06;027;6,2;6,5;;;;5,5;6,25;8,5;2;
9771;37009771;Nam;1;Gioi;Tot;8,8;06;027;9,6;6,25;8,5;4,5;5;;;;8;
9772;37009772;Nam;1;Gioi;Tot;8,4;06;027;8,2;5,75;7;6,75;5;;;;3,8;
9773;37009773;Nam;;Kha;Tot;8,2;06;027;6,4;5,75;;;;4;5,75;8,25;4;
9774;37009774;Nu;1;Gioi;Tot;8,2;06;027;8,4;7,75;;;;4,25;7,25;9;4,4;
9775;37009775;Nam;1;Gioi;Tot;8;06;027;7;5,25;8;6;3,25;;;;2,6;
9776;37009776;Nu;1;Gioi;Tot;8,4;06;027;9;7,25;7,25;8;4,5;;;;4,8;
9777;37009777;Nu;1;Kha;Tot;8,2;06;027;8;7,25;6,5;7;5,25;;;;3,4;
9778;37009778;Nu;1;Kha;Tot;7,9;06;027;6,8;8;;;;7,25;7,5;9,25;4,4;
9779;37009779;Nam;;Kha;Tot;7,8;06;027;2,8;6;;;;3,25;7,25;7,75;2,4;
9780;37009780;Nam;;Trung binh;Tot;7,1;06;027;1,8;5;;;;3,5;4,75;7,5;2,4;
9781;37009781;Nu;1;Kha;Tot;7,8;06;027;4,4;4,25;;;;4;5,25;7;2,8;
9782;37009782;Nam;1;Kha;Tot;7,7;06;027;5;3,5;;;;3;5;7,25;2;
9783;37009783;Nam;;Kha;Tot;7,7;06;027;5,8;5;;;;5;6;8,75;4;
9784;37009784;Nu;1;Kha;Tot;7,9;08;027;7;5;;;;3,5;7,75;8;3,8;
9785;37009785;Nu;;Kha;Tot;7,4;06;027;4,8;6,25;;;;4,5;4,75;8,75;2,8;
9786;37009786;Nu;1;Kha;Tot;8,4;06;027;8,2;8;4,5;5,75;6;;;;5;
9787;37009787;Nam;;Kha;Tot;7,4;06;027;3,8;6;;;;4,5;7,25;8,75;2,6;
9788;37009788;Nu;;Gioi;Tot;8,1;06;027;6,2;6,75;;;;5;6;9,25;4,6;
9789;37009789;Nu;1;Gioi;Tot;8,8;06;027;8,6;7,75;7;5,5;7,5;;;;7;
9790;37009790;Nu;;Kha;Tot;7,7;06;027;5,8;5,5;;;;6,5;5;7,75;2,6;
9791;37009791;Nu;1;Gioi;Tot;8;06;027;7,8;5,25;5,5;8;4,25;;;;5;
9792;37009792;Nu;1;Gioi;Tot;8,5;06;027;8,4;7,25;5,5;7,5;7,75;;;;4;
9793;37009793;Nu;1;Kha;Tot;7,8;06;027;6,8;6;;;;4,25;6,75;8,75;2,8;
9794;37009794;Nam;1;Kha;Tot;7,8;06;027;6,6;6,25;5;6,25;5,5;;;;3,8;
9795;37009795;Nu;1;Gioi;Tot;8,1;06;027;7,2;5,75;;;;6,75;7,25;8,75;4,2;
9796;37009796;Nam;;Kha;Tot;7,9;06;027;6,2;7,25;;;;5,75;7,25;7,5;3,6;
9797;37009797;Nam;;Kha;Tot;7,6;06;027;3,4;5;;;;3,25;6,75;7,75;4,8;
9798;37009798;Nam;1;Gioi;Tot;9;05;027;9,4;8;6,75;8,75;8,5;;;;6,8;
9799;37009799;Nam;1;Gioi;Tot;8,2;05;027;9;5,25;8,5;8,75;4,75;;;;4,6;
9800;37009800;Nam;1;Gioi;Tot;8,8;05;027;8,8;7;8,25;8,25;4,75;;;;7,2;
9801;37009801;Nu;;Kha;Tot;7,5;06;027;4,6;5,5;;;;2,5;7,75;7,5;3;
9802;37009802;Nam;;Kha;Tot;7,4;06;027;6,6;5,75;;;;5,25;7,25;8,75;2,4;
9803;37009803;Nam;1;Gioi;Tot;8,5;06;027;8,8;6,5;6;8,75;7,5;;;;4,8;
9804;37009804;Nam;;Kha;Tot;7,7;06;027;7,8;5,25;;;;6,5;8;9,5;3,6;
9805;37009805;Nu;1;Gioi;Tot;8,1;06;027;5,4;6,5;;;;3,5;4,5;8,75;2,8;
9806;37009806;Nu;1;Gioi;Tot;8,5;06;027;7,2;8;7,5;4;3;;;;6;
9807;37009807;Nu;;Kha;Tot;7,9;06;027;6,2;5;;;;4,5;5,25;9;2;
9808;37009808;Nu;1;Kha;Tot;7,9;06;027;6,4;6,5;;;;7,25;7;9,25;2,8;
9809;37009809;Nam;1;Gioi;Tot;8,4;05;027;9;5,5;8;6,75;3,75;;;;2,6;
9810;37009810;Nu;1;Kha;Tot;7,5;06;027;5,4;5;;;;4,5;6,75;8;1,4;
9811;37009811;Nu;1;Kha;Tot;8,1;06;027;5,8;5,75;;;;4;6,25;8,75;3,8;
9812;37009812;Nu;;Kha;Tot;7,9;06;027;3,6;4;;;;4,25;6;8,5;2,2;
9813;37009813;Nam;1;Kha;Tot;7,6;06;027;6,8;6,5;;;;6,75;7,5;8,75;3,4;
9814;37009814;Nam;;Trung binh;Tot;7,1;05;027;3,8;4,25;;;;3;4,75;7;4;
9815;37009815;Nam;;Kha;Tot;7,3;06;027;4;6;;;;5,5;6;8;1,4;
9816;37009816;Nam;1;Gioi;Tot;8,3;06;027;9,4;6,5;7,25;8,5;4,75;;;;5;
9817;37009817;Nu;1;Gioi;Tot;8,2;06;027;8;7,5;;;;4;5,5;8;4,2;
9818;37009818;Nu;1;Gioi;Tot;8,7;06;027;8,6;8;3,5;5,75;5;;;;5,6;
9819;37009819;Nu;;Kha;Tot;8,1;05;027;8;7,75;;;;4;7,75;9,75;6;
9820;37009820;Nu;1;Kha;Tot;8,1;06;027;8;7,25;6,25;4,75;5;;;;4,8;
9821;37009821;Nu;;Kha;Tot;7,5;06;027;5,8;7;;;;6,5;6,75;9;3,6;
9822;37009822;Nu;1;Gioi;Tot;8,6;06;027;7,2;7;8;5;5,75;;;;5,4;
9823;37009823;Nu;1;Kha;Tot;7,5;06;027;7,2;6,25;3;4,25;5;;;;5;
9824;37009824;Nu;1;Kha;Tot;7,7;06;027;6;6;;;;3;5;9,5;4,8;
9825;37009825;Nu;;Kha;Tot;7,3;06;027;3,8;4,5;;;;2,75;3,25;7,25;3,4;
9826;37009826;Nu;1;Kha;Tot;8,2;05;027;8,2;6;;;;3,75;7;7,75;4,4;
9827;37009827;Nu;1;Gioi;Tot;8,3;06;027;8;6,75;7;4,5;4,25;;;;5;
9828;37009828;Nu;1;Kha;Tot;7,8;06;027;7,6;7;;;;6,75;7,75;9,5;3,8;
9829;37009829;Nu;;Kha;Tot;7,5;06;027;5,6;6,25;;;;3,75;5;4;2,8;
9830;37009830;Nu;1;Kha;Tot;7,9;05;027;6,8;6,25;;;;3,75;6,75;8,5;3,8;
9831;37009831;Nu;1;Gioi;Tot;8,4;06;027;8;7,25;;;;5;7;9,5;3,8;
9832;37009832;Nu;1;Gioi;Tot;8,7;06;027;9;5,75;7,75;9;6,25;;;;5,6;
9833;37009833;Nam;1;Gioi;Tot;8,3;06;027;9,2;6,5;8,25;5,5;6,5;;;;6;
9834;37009834;Nu;1;Kha;Tot;7,4;06;027;5,8;6,25;;;;3,25;6;8,5;2,8;
9835;37009835;Nu;;Gioi;Tot;8,2;06;027;7,6;7,25;6,5;4,5;5,5;;;;5,4;
9836;37009836;Nu;;Kha;Tot;8;06;027;5;6;;;;6;6,25;9,75;3;
9837;37009837;Nam;;Kha;Tot;7,3;06;027;3,6;5,5;;;;2;5,5;5;2,4;
9838;37009838;Nu;1;Gioi;Tot;8,3;06;027;7,6;6,5;;;;4,5;5,75;9,25;5,8;
9839;37009839;Nu;1;Gioi;Tot;8,2;06;027;6,8;6,5;;;;6,5;7,25;8,25;3,4;
9840;37009840;Nu;1;Kha;Tot;8,2;06;027;8;6;;;;6;7,75;8,75;4,6;
9841;37009841;Nam;1;Kha;Tot;8,2;06;027;7,8;6,25;5,5;6;5,75;;;;3,2;
