STT;SBD;GioiTinh;KV;HocLuc;HanhKiem;DTBLop12;MaHuyen;MaTruongPT;TO;VA;LI;HO;SI;SU;DI;GDCD;NN;
1123;37001123;Nam;2NT;;;;03;042;7,4;;;7,5;7,5;;;;;
1124;37001124;Nam;1;;;;04;900;1,8;4;;;;3,75;;;;
1125;37001125;Nam;1;Kha;Tot;8,2;02;005;6,8;7,25;;;;5,25;5,5;7,25;3,2;
1126;37001126;Nam;2NT;;;;06;026;9;6,5;;;;;;;6,6;
1127;37001127;Nu;2;Kha;Tot;7,8;01;001;8;6,25;4;7,25;7,25;;;;3,2;
1128;37001128;Nam;2;Gioi;Tot;8,2;01;001;8,8;6;6,5;3,25;4,25;;;;7;
1129;37001129;Nu;2;Kha;Tot;7,5;01;001;8,2;7,25;;;;3,5;5,75;7,75;6,2;
1130;37001130;Nu;2;Gioi;Tot;8,3;01;001;7,6;5,75;6,75;5,25;4,25;;;;9;
1131;37001131;Nu;2;Kha;Tot;7,8;01;001;7,8;7,5;;;;5;6,75;7,75;7,6;
1132;37001132;Nu;2;Kha;Tot;7,9;01;001;9,2;7,25;;;;5,75;7,5;8,5;8,4;
1133;37001133;Nu;2;Kha;Tot;7,7;01;001;9;5,5;7,75;3,25;4;;;;7;
1134;37001134;Nu;2;Gioi;Tot;8,2;01;001;8,4;6,5;7,5;7,75;4,25;;;;6,2;
1135;37001135;Nu;2;Kha;Tot;8;01;001;7,6;7;;;;6,75;8,25;8,25;6,6;
1136;37001136;Nam;;Trung binh;Tot;6,7;09;005;3,4;5;;;;4;5,75;7,75;2,6;
1137;37001137;Nu;2;Gioi;Tot;8,1;01;001;8,2;6,75;7,75;6,25;4;;;;5,4;
1138;37001138;Nu;2;Kha;Tot;7,9;01;001;7,6;7;;;;7;6,5;7,5;7,2;
1139;37001139;Nam;1;;;;03;900;5;6,25;;;;6,5;;;;
1140;37001140;Nam;2;Gioi;Tot;8;01;001;9,4;4,5;8,5;4;4,25;;;;6,4;
1141;37001141;Nam;2;;;;01;002;8,6;;7,5;8;;;;;;
1142;37001142;Nu;2;;;;01;002;7,6;;;7,5;7,75;;;;;
1143;37001143;Nu;2;Gioi;Tot;8,2;01;001;9,8;6,75;8,25;5;5,75;;;;7,4;
1144;37001144;Nu;2;Kha;Tot;7,4;01;001;8,6;6;3,5;2,75;2,75;;;;6,4;
1145;37001145;Nam;2;Kha;Tot;7,5;01;001;9,2;5;7,5;8,25;2,75;;;;6,6;
1146;37001146;Nam;2;;;;01;003;7,8;5,75;;;;;;;8,4;
1147;37001147;Nam;1;;;;03;900;4,4;3,75;;;;5,5;;;;
1148;37001148;Nam;2;Kha;Tot;7,7;01;001;9;5,75;7,5;6,5;4;;;;5,4;
1149;37001149;Nu;;Trung binh;Kha;7,3;07;005;5;5,25;;;;5,75;6;7,75;1,8;
1150;37001150;Nu;2;Gioi;Tot;8,1;01;001;;;;;;;;;;
1151;37001151;Nu;2;Gioi;Tot;8,4;01;001;9;6,5;8,5;8,5;6,75;;;;5,8;
1152;37001152;Nu;1;;;;02;067;;6,5;;;;6;7,5;;;
1153;37001153;Nu;2;Kha;Tot;8,2;01;001;6,6;6,75;;;;7,25;7,5;8,75;5,4;
1154;37001154;Nu;2;Gioi;Tot;8,4;01;001;8,6;7,25;7,5;5,25;4,5;;;;7,6;
1155;37001155;Nu;2;Kha;Tot;7,9;01;001;7,6;5,25;5,75;6,75;3,5;;;;5,2;
1156;37001156;Nu;2;Gioi;Tot;8,8;01;001;8,2;7,75;;;;6,25;7,75;8;8,6;
1157;37001157;Nu;2;Gioi;Tot;8,6;01;001;8,2;6,75;7,5;6;5,25;;;;8,6;
1158;37001158;Nu;2;;;;01;001;8;7;;;;;;;6,8;
1159;37001159;Nu;2;Gioi;Tot;8,5;01;001;8,4;5,5;3,75;8,25;4,5;;;;6,8;
1160;37001160;Nu;2;Gioi;Tot;8,4;01;001;8,6;6,5;8;8,25;6;;;;5,2;
1161;37001161;Nu;2;Kha;Tot;7,9;01;001;7;7;;;;2,75;5,25;6,5;3,8;
1162;37001162;Nu;2;Gioi;Tot;8,6;01;001;8,2;8,25;6,75;5,75;4,5;;;;7,6;
1163;37001163;Nu;2;Kha;Tot;7,9;01;001;8,4;7,5;;;;4,75;6,5;8,25;8,4;
1164;37001164;Nu;2;Kha;Tot;8,2;01;001;7,4;7,75;;;;4,75;5,75;5,75;6;
1165;37001165;Nu;2;Gioi;Tot;8,6;01;001;9;7,25;8,5;5,75;6,75;;;;8,4;
1166;37001166;Nu;2;Kha;Tot;8,1;01;001;8,8;7,5;;;;8,75;8;8,25;8,2;
1167;37001167;Nu;2;;;;10;016;8,4;5,75;;;;;;;;
1168;37001168;Nam;;Kha;Tot;8;01;001;8;7,5;;;;5,5;7,5;7,75;6,6;
1169;37001169;Nu;1;;;;02;005;;;;;;;;;;
1170;37001170;Nu;2;Gioi;Tot;8,3;01;001;8,4;6;7,25;6,25;4;;;;8;
1171;37001171;Nu;2;;;;01;052;7,8;7;;;;;;;7,6;
1172;37001172;Nu;2;Gioi;Tot;8,1;01;001;8,2;6,75;7,5;5;3,25;;;;7,2;
1173;37001173;Nam;2NT;;;;04;036;8,4;;9;6,5;;;;;;
1174;37001174;Nam;2;Kha;Tot;8,1;01;001;8,2;5,75;6;5,75;4,5;;;;5,8;
1175;37001175;Nam;1;;;;05;032;7,8;;6,75;5,25;;;;;;
1176;37001176;Nu;;Trung binh;Tot;7,3;03;005;3,2;5,5;;;;3;5,75;5,25;2,6;
1177;37001177;Nam;1;;;;07;037;9;;7,75;7,75;;;;;;
1178;37001178;Nam;2;Gioi;Tot;8,6;01;001;8,6;7,25;5;8,25;9;;;;5,2;
1179;37001179;Nam;2;Gioi;Tot;8,4;01;001;9;7;8;8;5,25;;;;5,4;
1180;37001180;Nam;2NT;;;;11;010;8,4;;8,25;3;2,5;;;;7;
1181;37001181;Nu;;Kha;Tot;7,4;09;005;5,8;6;;;;4,25;6;8,25;3,2;
1182;37001182;Nam;1;;;;01;900;2,8;2,75;;;;4;;;;
1183;37001183;Nam;2;Kha;Tot;7,5;01;001;8,2;6;8;4,5;6,5;;;;6,4;
1184;37001184;Nam;2NT;;;;05;900;7,2;7;;;;9,25;;;;
1185;37001185;Nam;2;Kha;Tot;7,9;01;001;7,2;5,5;7,25;7,75;6,25;;;;6,8;
1186;37001186;Nam;2NT;;;;04;037;9,2;;8,5;7,75;;;;;;
1187;37001187;Nam;2;Gioi;Tot;8,1;01;001;8,8;6;7,75;6;5,25;;;;9;
1188;37001188;Nam;2NT;;;;05;031;6,4;;5,75;;;;;;5,4;
1189;37001189;Nu;2;Kha;Tot;7,9;01;001;7,4;6;3,25;8;5,75;;;;4,6;
1190;37001190;Nu;;Kha;Tot;7,5;02;005;6,8;6,5;;;;8,25;7,25;8,5;4,2;
1191;37001191;Nu;2;Kha;Tot;7,9;01;001;6,8;7,5;;;;5;6;8;5,6;
1192;37001192;Nu;2;Kha;Tot;7,8;01;001;3,8;6,75;;;;3,75;5,25;7,5;3,6;
1193;37001193;Nu;2;Gioi;Tot;8,1;01;001;7,6;8;;;;7;5,75;7,25;5;
1194;37001194;Nam;1;Trung binh;Tot;6,9;02;005;3,4;5,75;;;;3,75;6,75;7,5;2,4;
1195;37001195;Nam;2;;;;01;004;;6,5;;;;8,75;7,75;;;
1196;37001196;Nam;1;Kha;Tot;7,8;07;005;6,4;6;;;;4;8,25;7,25;2,8;
1197;37001197;Nu;2NT;;;;03;044;7,2;;;8;5,75;;;;;
1198;37001198;Nu;1;;;;02;005;;4;;;;3;6,75;;;
1199;37001199;Nu;1;Trung binh;Tot;7;02;005;3,6;6,5;;;;4,75;7,25;7,75;2,4;
1200;37001200;Nam;2;Kha;Tot;8;01;001;8,2;6;8,5;5,5;5;;;;7,4;
1201;37001201;Nam;2;Gioi;Tot;8,3;01;001;8,6;6;8;7,25;4,75;;;;5,6;
1202;37001202;Nam;2;;;;01;006;;6,5;;;;7,25;8,25;9,25;7,8;
1203;37001203;Nam;2NT;;;;09;900;7,6;5,5;;;;6;;;;
1204;37001204;Nu;1;Trung binh;Tot;7,2;07;005;5,4;6,25;;;;3,75;5,25;8,25;3,8;
1205;37001205;Nu;1;Gioi;Tot;8,4;09;001;8,8;7,5;7;9;5,75;;;;5,6;
1206;37001206;Nu;1;Trung binh;Tot;7,4;09;005;6,6;6,25;;;;4;5;7,5;3,8;
1207;37001207;Nu;2NT;;;;06;026;8,6;;;8,75;9;;;;;
1208;37001208;Nam;1;Trung binh;Tot;7,1;03;005;4,2;6,5;;;;4,75;6;8,5;2,4;
1209;37001209;Nam;;Kha;Tot;7,7;01;001;7,6;6;6;6,25;4;;;;8,4;
1210;37001210;Nam;1;Gioi;Tot;8,3;02;005;8,4;7,25;4,5;5,25;7,25;;;;3,8;
1211;37001211;Nam;2;;;;01;001;9;;;8,25;7,25;;;;;
1212;37001212;Nam;1;;;;11;900;5;6,25;;;;3,75;;;;
1213;37001213;Nam;1;;;;10;900;7,6;6,75;;;;9,75;;;;
1214;37001214;Nam;1;Trung binh;Tot;7,2;02;005;3;5,75;;;;3,25;6,25;6,75;1,8;
1215;37001215;Nam;2;Kha;Tot;7,4;01;001;6;6,5;7,25;7,5;4,25;;;;6,4;
1216;37001216;Nam;2;Gioi;Tot;8,1;01;001;8;5,75;3,75;7,75;6,5;;;;4,8;
1217;37001217;Nam;2;;;;05;001;8,6;;7,5;8;;;;;;
1218;37001218;Nam;2;Kha;Tot;7,8;01;001;7;6,5;4,75;7,25;5,25;;;;4,4;
1219;37001219;Nam;2;;;;01;900;4,6;4,75;;;;4,25;;;;
1220;37001220;Nam;1;;;;05;900;7,2;;6,5;5,75;;;;;;
1221;37001221;Nam;2;Kha;Tot;8,2;01;001;8,2;7;8,5;8,25;5,5;;;;4,6;
1222;37001222;Nam;2;Kha;Tot;7,9;01;001;8,6;7,25;;;;4,5;7,75;9,25;7;
1223;37001223;Nam;1;;;;11;900;4,4;4,25;;;;5,5;;;;
1224;37001224;Nam;2;Kha;Tot;7,7;01;001;8,6;5,75;8;8,5;7;;;;5,2;
1225;37001225;Nam;2;;;;01;001;8,8;;7;7;;;;;;
1226;37001226;Nam;2;Gioi;Tot;8;01;001;8,8;6,25;8;7,5;4,5;;;;5;
1227;37001227;Nam;2;Kha;Tot;8,1;01;001;8,2;6,5;8;7,75;6;;;;6,8;
1228;37001228;Nam;2;Gioi;Tot;8,2;01;001;9;6,75;7,75;5,5;5;;;;8,6;
1229;37001229;Nam;2;Gioi;Tot;8,1;01;001;9;6,75;8;5,25;5,25;;;;6,2;
1230;37001230;Nam;1;;;;05;900;8,6;6,25;;;;8,75;;;;
1231;37001231;Nu;;Kha;Tot;7,8;07;005;5,4;5,75;;;;4;6;8,75;3,2;
1232;37001232;Nu;1;Trung binh;Tot;7,2;02;005;5,2;6,25;;;;5,75;5,75;7,5;3,4;
1233;37001233;Nu;2;Gioi;Tot;8,3;01;001;7,6;7;7,5;4,5;4,75;;;;7,2;
1234;37001234;Nu;2;Gioi;Tot;8,4;01;001;8;8;;;;6,75;7,5;7,5;8;
1235;37001235;Nu;2;Gioi;Tot;8,2;01;001;8,4;8,5;;;;5,25;8,75;8,5;8,2;
1236;37001236;Nu;2;Gioi;Tot;8;01;001;8,4;5,75;6;5;5,25;;;;5,8;
1237;37001237;Nam;1;Trung binh;Tot;6,7;07;005;4,4;6,25;;;;4,5;8;6,25;2,4;
1238;37001238;Nu;1;Kha;Tot;8,1;03;005;7,2;6;;;;6,5;7,75;8;4,2;
1239;37001239;Nam;2;Gioi;Tot;8,3;01;001;8,8;6,75;8,5;8,75;4,25;;;;7,6;
1240;37001240;Nam;2;Kha;Tot;7,9;01;001;8,4;5,75;7,25;6;5,25;;;;5,6;
1241;37001241;Nu;;Trung binh;Tot;7,5;02;005;4,2;5,5;;;;4;4,25;5;2,8;
1242;37001242;Nu;2;Gioi;Tot;8,6;01;001;9,2;7;5,25;8;7,5;;;;3,4;
1243;37001243;Nu;2;Gioi;Tot;8,1;01;001;8,2;7,5;;;;4,75;5,25;7;5;
1244;37001244;Nu;2;Gioi;Tot;8,1;01;001;8,4;5,75;7,75;5,5;5,25;;;;7,8;
1245;37001245;Nu;2;Kha;Tot;7,7;01;001;8;8;;;;4,5;7,25;7,5;7,2;
1246;37001246;Nu;2;Kha;Tot;8,1;01;001;8,4;7,75;;;;5,5;7,75;8,5;5,6;
1247;37001247;Nam;1;;;;03;900;7,2;7;;;;8,75;;;;
1248;37001248;Nu;2NT;;;;03;043;7,8;;7,5;;;;;;5,6;
1249;37001249;Nam;2;Kha;Tot;7,3;01;001;8;6;8;6;4,75;;;;6,4;
1250;37001250;Nam;2;Kha;Tot;8;01;001;8,4;7,25;7,75;7,75;3,75;;;;5,8;
1251;37001251;Nu;2;Gioi;Tot;8,3;01;001;9;7,5;6,25;8,5;4,75;;;;8;
1252;37001252;Nam;2;Kha;Tot;7,7;01;001;8,6;6,75;7,5;5,5;5,25;;;;5,2;
1253;37001253;Nam;2;Kha;Tot;8,1;01;001;8;7,75;;;;5,75;7;6;8,8;
1254;37001254;Nam;2;Kha;Tot;7,8;01;001;7,6;6,5;;;;7,75;7;8,5;7,4;
1255;37001255;Nam;2;Gioi;Tot;8,4;01;001;9,2;8;8,5;8;6,25;;;;5,2;
1256;37001256;Nam;2;Kha;Tot;8,1;01;001;8,2;6,75;6,5;6,75;6;;;;6,8;
1257;37001257;Nu;2;Gioi;Tot;8,5;01;001;7,6;7,5;;;;9,25;7,25;8,25;8,2;
1258;37001258;Nu;2;Kha;Tot;7,9;01;001;8;6,25;7,5;3,5;4,5;;;;5,6;
1259;37001259;Nam;2;Kha;Tot;7,9;01;001;7,8;7;6;7,5;6,75;;;;4;
1260;37001260;Nu;;Kha;Tot;8,4;07;005;7;6,25;;;;6;8;8,75;4;
1261;37001261;Nam;2;Kha;Tot;8,1;01;001;8,2;6,5;4;7,5;7,5;;;;8;
1262;37001262;Nam;2NT;;;;05;031;8,2;;7,75;7,5;;;;;;
1263;37001263;Nam;2;Kha;Tot;8,2;01;001;8,2;5,75;7;8,5;8,25;;;;4;
1264;37001264;Nam;2;;;;01;001;8,4;;8,75;;;;;;6,4;
1265;37001265;Nam;1;;;;02;900;5,8;5;;;;6;;;;
1266;37001266;Nam;2NT;;;;04;079;8,4;;;8,75;7,5;;;;;
1267;37001267;Nam;2;Kha;Tot;8,1;01;001;6,6;7;;;;8,25;7,5;7,5;3,2;
1268;37001268;Nu;2;Kha;Tot;8;01;001;6,8;6,25;6,25;6;4,5;;;;3,8;
1269;37001269;Nu;1;Trung binh;Tot;7,2;07;005;4;5,5;;;;4,5;5,5;8;3,6;
1270;37001270;Nam;2;Kha;Tot;7,9;01;001;8,4;5;5;1,5;3;;;;4,8;
1271;37001271;Nam;2;Gioi;Tot;8;01;001;8,4;6,5;7,5;5,5;5,75;;;;8,8;
1272;37001272;Nam;2;Kha;Tot;7,9;01;001;8,4;6;7,5;4;3,75;;;;5;
1273;37001273;Nam;2;Kha;Tot;7,7;01;001;8,2;5,5;8;5,75;3,75;;;;6,2;
1274;37001274;Nam;2;Gioi;Tot;8,1;01;001;7,6;7;7;6,5;4,75;;;;5,2;
1275;37001275;Nam;2;Kha;Tot;7,8;01;001;7,6;6,5;7,25;5,5;6;;;;3,8;
1276;37001276;Nam;2;Kha;Tot;7,5;01;001;8;5,5;6,75;8;4;;;;5;
1277;37001277;Nam;1;;;;08;900;2;6;;;;4;;;;
1278;37001278;Nam;2;Gioi;Tot;8,4;01;001;8,8;7;7,75;7,5;5;;;;;
1279;37001279;Nam;2;Gioi;Tot;8,3;01;001;7,2;7,75;;;;3,75;6,25;6,75;7,8;
1280;37001280;Nam;2NT;;;;06;026;6,6;;4,25;5,5;;;;;;
1281;37001281;Nu;1;Trung binh;Tot;7,1;03;005;5,4;7;;;;4,75;6;7,5;2,4;
1282;37001282;Nu;2;Gioi;Tot;8,1;01;001;8,4;8;;;;5,75;7,75;7,25;7,2;
1283;37001283;Nu;1;Kha;Tot;7,8;09;005;6,8;6,5;;;;5,75;7,5;8,5;3,8;
1284;37001284;Nu;1;Kha;Tot;8,1;02;005;6,8;6,5;;;;7,5;8;9,75;3,4;
1285;37001285;Nu;1;Trung binh;Tot;7,4;03;005;6,4;5,25;;;;2,75;4,25;6,75;2,6;
1286;37001286;Nu;2;Gioi;Tot;8,4;01;001;8,2;7,5;7;7,75;6,25;;;;7,8;
1287;37001287;Nu;2;Kha;Tot;8;01;001;7,8;7,25;7,25;4,25;3,5;;;;8;
1288;37001288;Nam;2NT;;;;01;900;8;5,75;;;;5;;;;
1289;37001289;Nam;2NT;;;;08;022;1,8;;2,75;3,75;;;;;;
1290;37001290;Nam;2;Gioi;Tot;8;01;001;8,4;5,75;7;4,5;3,25;;;;6,2;
1291;37001291;Nam;2;;;;10;019;9,4;;8,75;7,75;;;;;;
1292;37001292;Nam;2;Kha;Tot;7,3;01;001;8,4;6,75;8,25;5,25;4,5;;;;7;
1293;37001293;Nu;2;;;;01;001;7,6;7,75;;;;;;;7,6;
1294;37001294;Nu;1;Trung binh;Tot;7,4;07;005;4,8;5,75;;;;4,5;6,75;7,75;4;
1295;37001295;Nu;1;Trung binh;Tot;7,3;07;005;4,8;6,5;;;;4;5,5;6;4;
1296;37001296;Nu;2;;;;01;004;;;;;;;;;;
1297;37001297;Nu;2;Gioi;Tot;8;01;001;8,2;6,75;3,5;6,75;8,5;;;;5;
1298;37001298;Nu;2;;;;01;004;;7,25;;;;;9,25;;7;
1299;37001299;Nu;2;Gioi;Tot;8,5;01;001;7,6;8,5;;;;6,5;7,5;9,25;8;
1300;37001300;Nu;2;Kha;Tot;7,9;01;001;8,8;5,25;8;7;5;;;;4,6;
1301;37001301;Nu;2;Gioi;Tot;8;01;001;9;8,75;7,25;4;3,75;;;;6,8;
1302;37001302;Nu;2;Kha;Tot;8,1;01;001;8;7;5,75;3,25;4,5;;;;7,8;
1303;37001303;Nu;2;Kha;Tot;8,1;01;001;8;6,5;;;;6;6,5;8,75;5,8;
1304;37001304;Nu;2;Kha;Tot;7,5;01;001;6,2;6,75;;;;4;6,5;8;5,4;
1305;37001305;Nu;2NT;;;;11;012;8,8;;8,5;;;;;;7,8;
1306;37001306;Nu;2;Gioi;Tot;8,2;01;001;7;8,5;;;;6,5;5,25;7,5;6,8;
1307;37001307;Nu;2;Kha;Tot;8;01;001;7,8;8,25;;;;7,25;8;8,5;9;
1308;37001308;Nu;2;Gioi;Tot;8,2;01;001;8;8,25;;;;7;7;9,5;7;
1309;37001309;Nam;2;Kha;Tot;7,3;01;001;8;4,25;4,25;4,25;4,25;;;;6,8;
1310;37001310;Nu;2;Gioi;Tot;8,6;01;001;8,6;6,75;7,75;4,5;6,25;;;;7,8;
1311;37001311;Nu;2;Gioi;Tot;8,3;01;001;8,2;7,5;;;;7,25;7,25;8;7,8;
1312;37001312;Nam;1;Kha;Tot;7,8;02;005;7,6;6,75;;;;5,25;5,5;7,75;2,8;
1313;37001313;Nam;1;;;;09;014;5,2;;6;3,5;;;;;2,6;
1314;37001314;Nam;2;Gioi;Tot;8,2;01;001;9,2;7;8,75;7,5;6,5;;;;6,6;
1315;37001315;Nam;2;Gioi;Tot;8,1;01;001;8,6;6,75;8;4,75;6;;;;8,4;
1316;37001316;Nam;2;Kha;Tot;8,2;01;001;7;6,5;4,5;4,5;5,25;;;;3,4;
1317;37001317;Nam;2;Gioi;Tot;8,2;01;001;9;5,75;9;6,25;5,75;;;;8,4;
1318;37001318;Nam;2;Gioi;Tot;8,2;01;001;8,8;6,5;8,25;7,5;4,5;;;;5;
1319;37001319;Nam;1;;;;06;900;7,6;7,25;;;;9,25;;;;
1320;37001320;Nu;2;;;;01;001;8,6;8;;;;9,25;;;;
1321;37001321;Nam;2;Kha;Tot;7,9;01;001;8;5,75;7;3,25;3,5;;;;6,6;
1322;37001322;Nam;2;Kha;Tot;7,8;01;001;7,6;5,25;7,75;3,25;4,25;;;;6,8;
1323;37001323;Nam;2;Gioi;Tot;8,5;01;001;8,8;9;;;;7,75;7;8,5;8,8;
1324;37001324;Nam;1;;;;09;014;8,8;;;9,5;8,25;;;;;
1325;37001325;Nam;2;Kha;Tot;7,5;01;001;8;4,75;6;5,25;7;;;;;
1326;37001326;Nu;1;;;;07;025;;;;;;;;;;
1327;37001327;Nu;1;Trung binh;Tot;7,2;02;005;6,6;6,25;;;;2,75;6;8;2,8;
1328;37001328;Nu;2;Gioi;Tot;8,3;01;001;8,4;7,75;7;7,25;5;;;;4,4;
1329;37001329;Nu;2;Gioi;Tot;8,5;01;001;9;7,25;8;8,5;6,25;;;;7;
1330;37001330;Nam;1;Trung binh;Tot;6,7;07;005;3,8;5,5;;;;4;5,25;6;2,8;
1331;37001331;Nu;2;Gioi;Tot;8,2;01;001;8,6;6,25;7,75;6,25;4,25;;;;7,4;
1332;37001332;Nu;2;Kha;Tot;7,8;01;001;7,6;8,25;;;;;;;8,4;
1333;37001333;Nam;1;Gioi;Tot;8,3;09;005;7,6;7,75;;;;9;9;9,25;3,2;
1334;37001334;Nam;1;;;;07;025;8;;6,75;7,5;1,75;;;;;
1335;37001335;Nu;2;Gioi;Tot;8,6;01;001;8,2;7,25;7,75;7,75;5,75;;;;8;
1336;37001336;Nu;1;;;;05;015;8,6;;7,75;7,75;;;;;;
1337;37001337;Nam;1;Trung binh;Tot;6,4;07;005;4,8;5,75;;;;5,75;6,75;9;1,8;
1338;37001338;Nam;2;Kha;Tot;8,1;01;001;9;6,5;8,75;8,5;7;;;;5,6;
1339;37001339;Nam;2;Kha;Tot;8,2;01;001;7,4;6,5;4,75;7,75;6,75;;;;8,4;
1340;37001340;Nam;2;Kha;Tot;7,1;01;001;6,6;5,5;5,5;5,5;4;;;;6,4;
1341;37001341;Nu;2;Gioi;Tot;8,6;01;001;9,2;6,5;8,25;6,75;6,5;;;;8,8;
1342;37001342;Nu;2;;;;10;017;9;;;8,5;8;;;;;
1343;37001343;Nu;2NT;;;;04;037;9,6;;;9,25;9,25;;;;;
1344;37001344;Nu;1;Trung binh;Tot;6,8;09;005;5,6;5,25;;;;3,5;4,75;4,25;2,4;
1345;37001345;Nu;2;Gioi;Tot;8,2;01;001;6,6;8;5,75;5;5;;;;5,8;
1346;37001346;Nu;2;Kha;Tot;8;01;001;8,4;6,25;4,5;7,25;7,5;;;;4,2;
1347;37001347;Nu;2;Kha;Tot;7,8;01;001;7,2;7,5;;;;7,5;7,75;7,75;7,6;
1348;37001348;Nu;2;Kha;Tot;8,1;01;001;7,6;7,5;;;;3,5;8;8;7,6;
1349;37001349;Nu;2;Gioi;Tot;8,3;01;001;9;7,75;;;;4,25;7;8;7,4;
1350;37001350;Nu;2;;;;01;003;8,8;;;8,25;6,25;;;;5,2;
1351;37001351;Nu;2;Gioi;Tot;8,4;01;001;7,8;8;;;;5,75;7,75;8,25;5,8;
1352;37001352;Nu;2;Gioi;Tot;8,1;01;001;7,6;6,75;;;;5,75;7,25;8,25;6;
1353;37001353;Nu;2;Kha;Tot;8,2;01;001;9,2;6,5;4,75;8;6,5;;;;8,2;
1354;37001354;Nu;2;;;;01;002;7,4;5,5;;;;;;;8,6;
1355;37001355;Nam;2NT;;;;05;900;2,8;4;;;;3,5;;;;
1356;37001356;Nam;1;;;;02;067;6;;5,25;8;;;;;;
1357;37001357;Nu;;Trung binh;Tot;6,7;07;005;2,4;6;;;;3,5;3,75;6,25;2,6;
1358;37001358;Nu;;Kha;Tot;7,8;02;005;7;6,25;;;;2,75;3,75;7,5;3,2;
1359;37001359;Nu;1;Trung binh;Tot;7,3;07;005;4;5,5;;;;4,5;5,5;7;3,8;
1360;37001360;Nu;2;Kha;Tot;8,3;01;001;8;7,75;;;;2,75;6;8;8,6;
1361;37001361;Nu;2NT;;;;03;042;;6,25;;;;5,25;7;;;
1362;37001362;Nu;2;Gioi;Tot;8;01;001;7,6;5,75;7,25;4;4,75;;;;4,2;
1363;37001363;Nu;2;;;;01;001;8,2;7,5;;;;;;;7,6;
1364;37001364;Nu;2;Kha;Tot;8,1;01;001;8,4;7,25;;;;5;6,5;6,5;8;
1365;37001365;Nu;2;Gioi;Tot;8,5;01;001;9;7,25;5,75;8,75;9;;;;8;
1366;37001366;Nu;2;Kha;Tot;8,2;01;001;8,4;6;7,75;8;6,25;;;;6,4;
1367;37001367;Nu;2NT;;;;06;050;7,2;7;7,5;2,5;5;;;;3,6;
1368;37001368;Nu;2;Kha;Tot;7,8;01;001;8,8;7;7,5;6;5,25;;;;7,4;
1369;37001369;Nam;1;Kha;Tot;8,3;07;005;7,8;6,5;;;;7,5;7,25;9,25;4,6;
1370;37001370;Nu;2;;;;01;002;7,6;;;7,25;7;;;;;
1371;37001371;Nam;2;Kha;Tot;7,8;01;001;8,2;6,5;5,5;6,5;3,5;;;;5,6;
1372;37001372;Nam;2;Kha;Tot;7,8;01;001;8,6;5,25;7,75;8,25;3,5;;;;4;
1373;37001373;Nam;2;;;;01;002;8,6;;7,5;7,5;;;;;;
1374;37001374;Nu;1;Kha;Tot;7,2;02;005;5,6;6,5;;;;4,25;5,75;7,5;3;
1375;37001375;Nu;2;Kha;Tot;8,2;01;001;7,4;6,75;;;;2,75;4,25;6,75;4,6;
1376;37001376;Nu;2;Gioi;Tot;8,6;01;001;8,2;7;;;;7,5;8,25;8,75;5,6;
1377;37001377;Nu;2;Kha;Tot;8;01;001;7,4;6,75;;;;4,25;7,25;8,25;6;
1378;37001378;Nu;2;Gioi;Tot;8,5;01;001;9;7;7,5;8,25;9,25;;;;5,4;
1379;37001379;Nu;2;Gioi;Tot;8;01;001;9;6,5;7,5;4,75;4,25;;;;6,4;
1380;37001380;Nu;2;Gioi;Tot;8,1;01;001;8,8;6,25;8;8,25;4,5;;;;6,2;
1381;37001381;Nu;2;Kha;Tot;8;01;001;8;7;7;4;3,75;;;;6,8;
1382;37001382;Nu;2;Kha;Tot;8;01;001;7,4;6,75;;;;4,25;7;8,5;6,4;
1383;37001383;Nam;1;;;;03;900;1,8;5;;;;4,5;;;;
1384;37001384;Nu;2;Gioi;Tot;8,4;01;001;9,2;7,5;8;7,75;6,25;;;;5,4;
1385;37001385;Nu;2;Kha;Tot;7,8;01;001;9;6;7;4;3;;;;6,4;
1386;37001386;Nam;1;Gioi;Tot;9,2;02;005;8;7,5;5,5;8,5;8;;;;4,8;
1387;37001387;Nu;2;Kha;Tot;7,8;01;001;8,2;5,5;8;4;4,25;;;;7;
1388;37001388;Nu;2;Gioi;Tot;8,1;01;001;7,6;7,25;;;;5;6,75;7;5,6;
1389;37001389;Nam;2;Kha;Tot;7,7;01;001;9,2;6;7,75;4,25;4,25;;;;8;
1390;37001390;Nam;;Kha;Tot;7,6;01;001;7,4;7;;;;4,75;6;8;;
1391;37001391;Nu;2;Kha;Tot;8,2;01;001;7,4;7,75;7,75;6,25;4,25;;;;6;
1392;37001392;Nu;2;Gioi;Tot;8,1;01;001;8;7,5;4,5;6;4,75;;;;8,4;
1393;37001393;Nam;1;;;;03;900;2,6;4,5;;;;5;;;;
1394;37001394;Nam;2NT;;;;03;043;8;;7;6,25;;;;;;
1395;37001395;Nam;2;Gioi;Tot;8,6;01;001;9,2;6;8,75;9;7,25;;;;8,2;
1396;37001396;Nu;2;Gioi;Tot;8,2;01;001;8,4;7,5;;;;5,75;6,75;8,75;6,8;
1397;37001397;Nam;2;Gioi;Tot;8,1;01;001;8,6;7;6,5;4,5;4,25;;;;9;
1398;37001398;Nam;2;Gioi;Tot;8;01;001;8,6;5,75;7,25;4,75;4;;;;6,4;
1399;37001399;Nu;1;Trung binh;Tot;7,5;07;005;6,4;5,75;;;;3,75;6,5;8;3,4;
